,Keywords,Summary,Text,Title
22,"['party', 'seema', 'ceo', 'presidential', 'cahill', 'democratic', 'biden', 'lawyer', 'indianamerican', 'dnc', 'trump', 'announced', 'step', 'nanda', 'position']","Indian-American lawyer Seema Nanda: ( Twitter/ @SeemaNanda)Download The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowWASHINGTON: Seema Nanda has announced her decision to step down as the CEO of the Democratic National Committee, the top administrative position in the main Opposition party, ahead of the presidential elections in November.Nanda, 48, became the first Indian-American to be appointed as the CEO of the Democratic National Committee (DNC) in June, 2018.
""After two years, I will be stepping down as CEO of the DNC.
I couldn't be prouder of the infrastructure we have built, the primary process we have run, and the team we have built,"" Nanda announced in a tweet on Friday.
Americans are hungry for new leadership in the White House and are uniting around our nominee,"" Cahill said.","Indian-American lawyer Seema Nanda: ( Twitter/ @SeemaNanda)

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

WASHINGTON: Seema Nanda has announced her decision to step down as the CEO of the Democratic National Committee, the top administrative position in the main Opposition party, ahead of the presidential elections in November.Nanda, 48, became the first Indian-American to be appointed as the CEO of the Democratic National Committee (DNC) in June, 2018. She, however, did not give reasons for leaving the top position in the party.The Washington Post reported that Nanda's sudden exit from the DNC was part of the effort of the former US Vice President Joe Biden who is the presumptive presidential nominee of the Democratic Party She would be replaced by Mary Beth Cahill , who had previously managed John Kerry 's 2004 presidential campaign.""After two years, I will be stepping down as CEO of the DNC. I couldn't be prouder of the infrastructure we have built, the primary process we have run, and the team we have built,"" Nanda announced in a tweet on Friday.""I look forward to continuing the fight for our democracy and to elect Democrats everywhere,"" she said.With the two key endorsements, decks are now clear for a direct contest between Biden and incumbent President Donald Trump , who is seeking re-election. Under US laws, an individual can serve a maximum of two four-year terms.The Biden campaign and the DNC on Friday announced the formation of the ""Biden Victory Fund' which will allow donors to give USD 360,600 directly to the new operation.In a statement, Cahill praised the announcement.""Our goal is to ensure that we put Joe Biden in the best position possible to beat Donald Trump, and this joint fundraising agreement allows us to do just that. Americans are hungry for new leadership in the White House and are uniting around our nominee,"" Cahill said.""As we gear up and build out our operation for the next six months, Mary Beth's experience running presidential campaigns and managing the kind of complex operation it takes to win a general election will be invaluable and I am thrilled to have her as a partner in this fight,"" Jen O'Malley Dillon, Biden's campaign manager, said in a statement.Nanda, whose parents are dentists, grew up in Connecticut. She went to the Brown University and Boston College Law School.She also has a background in labour and employment law, and has worked in the Civil Rights Division of the Department of Justice. LKJ AMS AKJ AMS",Indian-American lawyer Seema Nanda to step down as CEO of Democratic Party
23,"['chancellor', 'university', 'aaas', 'american', 'public', 'elected', 'indianamerican', 'sciences', 'khator', 'houston', 'arts', 'academy', 'woman']","Image credit: Twitter/@UHpresDownload The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowHOUSTON: Renu Khator , an Indian-American university chancellor, has been elected to the prestigious American Academy of Arts and Sciences for her contributions in the fields of education and academic leadership.Khator, 61, joins more than 250 exceptionally accomplished artists, scholars, scientists and leaders in the public, nonprofit and private sectors as members of the American Academy of Arts and Sciences (AAAS) class of 2020 announced this week.Born in Uttar Pradesh, Khator is the University of Houston System chancellor and the varsity's president.
She is the first woman chancellor and the first Indian immigrant to head a comprehensive research university in the United States Khotar, who has been at the current position since 2008, was elected in the field of Educational and Academic Leadership.
""While recognition from this esteemed organisation is personally very gratifying, I am even more pleased with the honour it brings to the University of Houston and UH System, which has given me such a valuable opportunity to develop my leadership skills,"" Khator said.
""Being included with such an array of eminent individuals is humbling, and I am proud to join my fellow UH Cougars in the Academy,"" she said.Khator earned her bachelor's degree from the University of Kanpur, her master's and Ph.D degrees in political science and public administration from Purdue University in the US.The AAAS represents innovative thinkers in every field, including more than 250 Nobel and Pulitzer Prize winners.","Image credit: Twitter/@UHpres

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

HOUSTON: Renu Khator , an Indian-American university chancellor, has been elected to the prestigious American Academy of Arts and Sciences for her contributions in the fields of education and academic leadership.Khator, 61, joins more than 250 exceptionally accomplished artists, scholars, scientists and leaders in the public, nonprofit and private sectors as members of the American Academy of Arts and Sciences (AAAS) class of 2020 announced this week.Born in Uttar Pradesh, Khator is the University of Houston System chancellor and the varsity's president. She is the first woman chancellor and the first Indian immigrant to head a comprehensive research university in the United States Khotar, who has been at the current position since 2008, was elected in the field of Educational and Academic Leadership.""While recognition from this esteemed organisation is personally very gratifying, I am even more pleased with the honour it brings to the University of Houston and UH System, which has given me such a valuable opportunity to develop my leadership skills,"" Khator said.""Being included with such an array of eminent individuals is humbling, and I am proud to join my fellow UH Cougars in the Academy,"" she said.Khator earned her bachelor's degree from the University of Kanpur, her master's and Ph.D degrees in political science and public administration from Purdue University in the US.The AAAS represents innovative thinkers in every field, including more than 250 Nobel and Pulitzer Prize winners. Khator joins three other faculty members from Houston University in the prestigious ranks of AAAS membership.Khator oversees a four-university organisation at Houston University that serves nearly 71,000 students.She also lends her expertise to matters of national and international importance in areas of higher education, business and policy though appointments and membership to various boards and advisory groups, such as the Board of Governors of the NCAA, the Indian Prime Minister's Empowered Expert Committee and the Advisory Board of the Texas Medical Center.The American Academy of Arts & Sciences was founded in 1780, during the American Revolution, by John Adams, John Hancock, and 60 other scholar-patriots to honour exceptionally accomplished individuals and engage them in advancing the public good.",Indian-American woman elected to American Academy of Arts and Sciences
24,"['states', 'india', 'country', 'relief', 'work', 'million', 'raises', 'indianamerican', 'campaign', 'food', 'indian', 'hunger', 'indiaspora', 'group', 'coronavirus', 'ngo', 'support']","Representative image (Reuters)Download The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
The Sikhs feeding people through langar, young children making masks for healthcare workers, SEWA International making plasma donation matching.
The Indian diaspora stood up and rose to the occasion when the ultimate time of reckoning arrived,” said Indiaspora's executive director, Sanjeev Joshipura.“We want to do everything we can to help our country of birth and our country of citizenship.
""Just as India's social indices had begun to improve, coronavirus threatens to bring 80 per cent of India's working population - the informal sector - to its knees,” said Atul Satija, founder of India's largest donation platform, and Indiaspora's India partner for ChaloGive.
Its inaugural campaign was launched on October 2, 2019 on the birth anniversary of Mahatma Gandhi and concluded on October 8.It highlighted more than 20 organisations with successful track records in areas of poverty alleviation and empowerment, health, and education.","Representative image (Reuters)

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

WASHINGTON: An Indian-American NGO has raised $1 million to fight hunger in India and the United States amid the the coronavirus pandemic.This translates to 4,700,000 meals for people in the United States and ration kits for 106,000 migrant workers in India that will last them seven to 10 days, said M R Rangaswami, founder and chairman of the board of NGO Indiaspora It was a volunteer group in San Jose, California that made the last donation of $5,000 after which the campaign fund crossed $1 million.“It is so heartening to see that this is just a group of regular Indian Americans, who are a volunteer group, and are gifting to different non-profits and charities. They on their own decided that this was the best cause,” Rangaswami, an investor, entrepreneur and philanthropist, told PTI.The money raised by Indiaspora through its 'ChaloGive for COVID-19 ' online campaign will be used to provide relief directly to vulnerable population in both the countries.Contributions given are sent to two beneficiary organisations, Feeding America in the US and Goonj in India.Feeding America is using the contributions to bolster its nationwide network of 200 food banks. Goonj is using the funds to provide food, dry ration and hygiene kits to displaced migrants in parts of eighteen states in India.In this hour of coronavirus pandemic that has hit both the United States and India, the Indian-American community has resoundingly shown up across the country, said Rangaswami.“It's not just donations to Indiaspora. The Sikhs feeding people through langar, young children making masks for healthcare workers, SEWA International making plasma donation matching. It has been an outpouring from across the country, which I have never seen before,” said the California-based venture capitalist, who has closely following communities' philanthropic activities for long time.Such an outpouring of support was last time seen during the Gujarat earthquake in 2001, but that time the call was given by the then US President Bill Clinton and Indian Prime Minister Atal Bihari Vajpayee, he said.“Since then, I have not seen anything of this scale (of giving by Indian-Americans),” he said, adding that the community this time is contributing both their time and money.SEWA International, another non-profit body has raised more than $500,000 for its coronavirus relief work.One of the donations that helped Indiaspora cross the $1 million threshold came from Bay-area based volunteer group Aram Sei, whose vision is to support grassroots charities worldwide in the areas of education and healthcare.“Our team of twelve members is proud to support the ChaloGive fundraiser initiative that helps us make a direct impact to those in need,” said Sangeetha Lakshminarayanan, president and founder of Aram Sei.“We feel fortunate to be able to make a difference in our country of origin and the country we have embraced and made our home,” she said.“There was a huge desire in our community to help during this crisis, and we provided an easy way to give. The Indian diaspora stood up and rose to the occasion when the ultimate time of reckoning arrived,” said Indiaspora's executive director, Sanjeev Joshipura.“We want to do everything we can to help our country of birth and our country of citizenship. It is not either or, it is US and India,” he added.On Thursday, Indiaspora also added new partnerships for the ChaloGive campaign.In addition to former Pepsico CEO Indra Nooyi, noted philanthropists Rohini and Nandan Nilekani, former US Surgeon General Vivek Murthy and actor Nandita Das, all existing 'ChaloGive for COVID-19' Ambassadors, Indiaspora announced the addition of GiveIndia CEO Atul Satija, and Raj and Aradhana (Anna) Asava, the pioneers of the 'HungerMitao' (wipe out hunger) movement in America.""Having enabled over 10 million meals to-date, HungerMitao is proud to partner with Indiaspora to raise funds for the food challenged in this time of crisis,” said Raj and Anna Asava, who both have a successful track record of partnering with food banks across North America.“HungerMitao is a grassroots initiative engaging the Indian-American community in the fight against hunger through the Feeding America network of food banks,"" he said.""Just as India's social indices had begun to improve, coronavirus threatens to bring 80 per cent of India's working population - the informal sector - to its knees,” said Atul Satija, founder of India's largest donation platform, and Indiaspora's India partner for ChaloGive.""We appeal to the huge Indian diaspora to support the immediate needs of hunger and reviving livelihoods before they fall back into extreme poverty, and rebuilding the lives of the less fortunate in the longer term,"" he said.The campaign at ChaloGive.org continues, with a live Facebook rally planned on May 4 at 9 pm EST/6 pm PST on the eve of Giving Tuesday for Covid-19, a media release said.ChaloGive for Covid-19 is the second online campaign by Indiaspora. Its inaugural campaign was launched on October 2, 2019 on the birth anniversary of Mahatma Gandhi and concluded on October 8.It highlighted more than 20 organisations with successful track records in areas of poverty alleviation and empowerment, health, and education.","Coronavirus: Indian-American NGO raises $1 million for relief work in US, India"
25,"['honoured', 'pandemic', 'distancing', 'doctor', 'india', 'work', 'healthcare', 'indianorigin', 'services', 'workers', 'fighting', 'measures', 'coronavirus', 'times', 'social', 'uma']","Dr Uma MadhusudanaDownload The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Married to Satheesh Parachoor, an engineer, she is the mother of two kids.On the viral honour video Uma said, it went viral without her knowledge.
""But the message to be taken is respecting and encouraging healthcare workers to overcome this pandemic,"" she said""The only way we can control pandemic is by social distancing, hand hygiene and awareness of this disease,"" she said.
""Protect yourself with PPEs, but more importantly this pandemic is a chance to be on the frontlines and to work for those who need it.
I know these times are scary, but you are capable of doing it.","Dr Uma Madhusudana

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

MYSURU: A day after she was given 'Drive of Honour' appreciating and saluting her service in fighting the Coronavirus pandemic by the South Windsor town community people, Dr Uma Madhusudana , a Mysuru origin physician serving at the Hartford healthcare in Connecticut, USA observed that in India Covid 19 is in its early stages and it is possible to flatten the curve if multiple preventive measures are followed.""I feel that they are in early stages now. With good social distancing, hygiene and multiple preventive measures being taken, we can really control this and flatten the curve,"" she told TOI.Uma Madhusudana who was born and brought up in Kuvempunagar , Mysuru graduated in 1997 from the JSS medical college. Married to Satheesh Parachoor, an engineer, she is the mother of two kids.On the viral honour video Uma said, it went viral without her knowledge. ""But the message to be taken is respecting and encouraging healthcare workers to overcome this pandemic,"" she said""The only way we can control pandemic is by social distancing, hand hygiene and awareness of this disease,"" she said. ""Increasing testing leading to quarantining and treating will lessen the catastrophe,"" she observed.""It is very important that we all work as a team to overcome this deadly pandemic,"" she said.I have seen cases of all age groups; the majority are older people with comorbidities. ""They do get sick very fast and commonly present with respiratory failure,"" he explained.Asking the people to respect and encourage healthcare workers beside providing proper PPE, she called on everyone to come together with the government and do a wonderful job in controlling this pandemic.""In the US, Covid 19 situation is getting better and improving due to various measures including social distancing , testing , taking in the right direction,"" she informed.My message to other doctors is to care for yourself, especially in this pandemic. ""Protect yourself with PPEs, but more importantly this pandemic is a chance to be on the frontlines and to work for those who need it. I know these times are scary, but you are capable of doing it. I want to thank the citizens of this amazing town of South Windsor that came to support all it’s front line workers was a genuine and amazing gesture and should be replicated in every village and every city across the world,"" she concluded.",Indian-origin doctor honoured for her services in fighting Coronavirus in US
26,"['maximum', 'mask', 'times', 'singapore', 'officer', 'sgd', 'man', 'charged', 'indianorigin', 'subramaniam', 'wearing', 'coronavirus', 'related', 'public', 'jailed', 'offences']","Representative ImageDownload The Times of India News App for Latest NRI NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowSINGAPORE: A 52-year-old Indian-origin man was charged on Wednesday in Singapore with various Covid-19 related offences , including stepping out of the house to socialise, wearing a mask improperly and repeatedly threatening enforcement officers, according to a media report.Ravi Sinathamby Subramaniam, was given eight charges, including criminal intimidation, using abusive words against a public servant and offences under the Ccovid-19 (Temporary Measures) (Control Order) Regulations 2020, Channel News Asia reported on WednesdayThe offences occurred over two days last week, charge sheets state.On April 14, Subramaniam allegedly met a person to socialise in front of Apartment Block 74 in public housing estate.After this, he is said to have become drunk and went to a nearby minimart at the same block, where he conducted himself in a manner causing annoyance to a police sergeant, the report said.He also abused the police officer The second set of offence took place on April 18.Subramaniam is accused of wearing his mask improperly, only over his chin and did not cover his nose and mouth , while at the coffee shop at Apartment Block 81 in the same public housing estate.It was around lunch time when he allegedly abused a safe distancing enforcement officer at the coffee shop.Ten minutes later, he abused a second officer there to enforce safe distancing, the court documents said.He then threatened this officer by saying: ""Don't let me see you again, if not I will break your face.
""Charge sheets stated that Subramaniam repeated this threat to both officers.He intends to return to the court to plead guilty on April 29.For meeting a person who did not live with him for any social purpose, he can be jailed for up to six months, fined a maximum SGD 10,000, or both.The penalties are the same for not wearing a mask over his nose and mouth at all times outside his home.For conducting himself in a drunken manner in a public place and causing annoyance, he can be jailed for up to six months, fined a maximum SGD 1,000, or both if it is his first offence.He can be jailed for up to a year, fined a maximum SGD 5,000, or both for cursing at a public servant, according to the Channel report.","Representative Image

Download The Times of India News App for Latest NRI News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

SINGAPORE: A 52-year-old Indian-origin man was charged on Wednesday in Singapore with various Covid-19 related offences , including stepping out of the house to socialise, wearing a mask improperly and repeatedly threatening enforcement officers, according to a media report.Ravi Sinathamby Subramaniam, was given eight charges, including criminal intimidation, using abusive words against a public servant and offences under the Ccovid-19 (Temporary Measures) (Control Order) Regulations 2020, Channel News Asia reported on WednesdayThe offences occurred over two days last week, charge sheets state.On April 14, Subramaniam allegedly met a person to socialise in front of Apartment Block 74 in public housing estate.After this, he is said to have become drunk and went to a nearby minimart at the same block, where he conducted himself in a manner causing annoyance to a police sergeant, the report said.He also abused the police officer The second set of offence took place on April 18.Subramaniam is accused of wearing his mask improperly, only over his chin and did not cover his nose and mouth , while at the coffee shop at Apartment Block 81 in the same public housing estate.It was around lunch time when he allegedly abused a safe distancing enforcement officer at the coffee shop.Ten minutes later, he abused a second officer there to enforce safe distancing, the court documents said.He then threatened this officer by saying: ""Don't let me see you again, if not I will break your face.""Charge sheets stated that Subramaniam repeated this threat to both officers.He intends to return to the court to plead guilty on April 29.For meeting a person who did not live with him for any social purpose, he can be jailed for up to six months, fined a maximum SGD 10,000, or both.The penalties are the same for not wearing a mask over his nose and mouth at all times outside his home.For conducting himself in a drunken manner in a public place and causing annoyance, he can be jailed for up to six months, fined a maximum SGD 1,000, or both if it is his first offence.He can be jailed for up to a year, fined a maximum SGD 5,000, or both for cursing at a public servant, according to the Channel report.",Indian-origin man charged with coronavirus related offences in Singapore
27,"['covid19', 'data', 'ramakrishnan', 'work', 'nobel', 'venki', 'uks', 'indianorigin', 'laureate', 'expert', 'royal', 'scientific', 'pandemic', 'professor', 'group', 'society', 'modelling', 'support']","Representative imageDownload The Times of India News App for Latest India NewsSubscribe Start Your Daily Mornings with Times of India Newspaper!
Order NowLONDON: Professor Venki Ramakrishnan , the Indian-origin Nobel laureate and chair of the UK's Royal Society, is chairing a committee of high-level experts as part of a new scientific initiative to analyse the emerging data from countries around the world to identify the most important factors that can help slow the spread of coronavirus as well as find long-term solutions to the pandemic.The Royal Society, the world's oldest independent scientific academy, said on Friday that its new data analytics initiative will complement existing efforts to guide the UK's response to coronavirus.Ramakrishnan, 67, who was born in Tamil Nadu , was in 2009 awarded the Nobel Prize in Chemistry along with two others.“DELVE: Data Evaluation and Learning for Viral Epidemics is a multi-disciplinary group, convened by the Royal Society, to support a data-driven approach to learning from the different approaches countries are taking to managing the pandemic,” the society said.“This effort has been discussed with and welcomed by government, who have arranged for it to provide input through SAGE, its scientific advisory group for emergencies,” it said.DELVE will analyse national and international data to determine the effect of different measures and strategies on a range of public health, social and economic outcomes.It will also use emerging sources of data as new evidence from the unfolding pandemic comes to light and ensure that the work of this group is coordinated with others and communicated as necessary, both nationally and internationally.This work will be carried out by three cross-disciplinary groups including a working group, chaired by Indian-origin Professor of Global Public Health at the University of Edinburgh Devi Sridhar and made up of a team of data scientists and subject-matter experts to carry out data analysis, synthesis of results and rapid review.An advisory group of experts to provide review and feedback and a committee of a high-level expert group to oversee the work and communicate findings to the government's Chief Scientific Advisor and his networks in government.Besides Venki Ramakrishnan, the President of the Royal Society, the 14-member expert committee also includes his sister Lalita Ramakrishnan, Professor of Immunology and Infectious Diseases and Head of Molecular Immunity Unit, Department of Medicine, University of Cambridge, and Professor Sridhar.The Royal Society said it is also convening a Rapid Assistance in Modelling the Pandemic (RAMP) initiative to support efforts to model the novel coronavirus pandemic.RAMP is bringing modelling expertise from areas other than pandemic modelling to support the pandemic modelling community already working on COVID-19.More than 14,500 people have died of coronavirus in the UK.","Representative image

Download The Times of India News App for Latest India News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

LONDON: Professor Venki Ramakrishnan , the Indian-origin Nobel laureate and chair of the UK's Royal Society, is chairing a committee of high-level experts as part of a new scientific initiative to analyse the emerging data from countries around the world to identify the most important factors that can help slow the spread of coronavirus as well as find long-term solutions to the pandemic.The Royal Society, the world's oldest independent scientific academy, said on Friday that its new data analytics initiative will complement existing efforts to guide the UK's response to coronavirus.Ramakrishnan, 67, who was born in Tamil Nadu , was in 2009 awarded the Nobel Prize in Chemistry along with two others.“DELVE: Data Evaluation and Learning for Viral Epidemics is a multi-disciplinary group, convened by the Royal Society, to support a data-driven approach to learning from the different approaches countries are taking to managing the pandemic,” the society said.“This effort has been discussed with and welcomed by government, who have arranged for it to provide input through SAGE, its scientific advisory group for emergencies,” it said.DELVE will analyse national and international data to determine the effect of different measures and strategies on a range of public health, social and economic outcomes.It will also use emerging sources of data as new evidence from the unfolding pandemic comes to light and ensure that the work of this group is coordinated with others and communicated as necessary, both nationally and internationally.This work will be carried out by three cross-disciplinary groups including a working group, chaired by Indian-origin Professor of Global Public Health at the University of Edinburgh Devi Sridhar and made up of a team of data scientists and subject-matter experts to carry out data analysis, synthesis of results and rapid review.An advisory group of experts to provide review and feedback and a committee of a high-level expert group to oversee the work and communicate findings to the government's Chief Scientific Advisor and his networks in government.Besides Venki Ramakrishnan, the President of the Royal Society, the 14-member expert committee also includes his sister Lalita Ramakrishnan, Professor of Immunology and Infectious Diseases and Head of Molecular Immunity Unit, Department of Medicine, University of Cambridge, and Professor Sridhar.The Royal Society said it is also convening a Rapid Assistance in Modelling the Pandemic (RAMP) initiative to support efforts to model the novel coronavirus pandemic.RAMP is bringing modelling expertise from areas other than pandemic modelling to support the pandemic modelling community already working on COVID-19.More than 14,500 people have died of coronavirus in the UK.",Indian-origin Nobel laureate Venki Ramakrishnan in UK's Covid-19 expert group
28,"['registers', 'cases', 'noida', '14', 'tally', 'health', 'workers', 'city', 'virus', 'climbs', '129', 'coronavirus', 'times']","COVID-19: Noida registers 14 new cases, city tally climbs to 129Source: Times NowNow, Noida registered 14 new cases of novel coronavirus on Monday.
The district's tally has reached 129.
Of the 14 new cases, eight were health care workers.
The health workers are from two different hospitals in the city.
The Gautam Buddh Nagar district, which includes Noida, Greater Noida and a few areas of Ghaziabad and Bulandshahr, has been a major hotspot of the virus outbreak.","COVID-19: Noida registers 14 new cases, city tally climbs to 129

Source: Times Now

Now, Noida registered 14 new cases of novel coronavirus on Monday. The district's tally has reached 129. Of the 14 new cases, eight were health care workers. The health workers are from two different hospitals in the city. The Gautam Buddh Nagar district, which includes Noida, Greater Noida and a few areas of Ghaziabad and Bulandshahr, has been a major hotspot of the virus outbreak. However, the region has been able to bring the pandemic under control.","Coronavirus in Noida: Noida registers 14 new cases, city tally climbs to 129"
29,"['picture', 'smoking', 'nyc', 'khan', 'actress', 'yes', 'work', 'viral', 'rumoured', 'mahira', 'kapoor', 'streets', 'throwback', 'york', 'dating', 'ranbir', 'alia']","Bollywood heartthrob Ranbir Kapoor who is rumoured to be dating actress Alia Bhatt was once rumoured to be dating 'Raees' actress Mahira Khan during the release of the film.
Yes, you heard that right!
While the rumours of the two dating each other were already rife, it was this one picture of them smoking together on the streets of New York City that added fuel to the fire.
Now, as much as the picture is old, it is yet again creating quite a stir on cyberspace!
Meanwhile, on the work front, rumoured lovebirds Alia and Ranbir will share the screen space together for the first time in Ayan Mukerji's 'Brahmastra'.","Bollywood heartthrob Ranbir Kapoor who is rumoured to be dating actress Alia Bhatt was once rumoured to be dating 'Raees' actress Mahira Khan during the release of the film. Yes, you heard that right! While the rumours of the two dating each other were already rife, it was this one picture of them smoking together on the streets of New York City that added fuel to the fire. Now, as much as the picture is old, it is yet again creating quite a stir on cyberspace! Meanwhile, on the work front, rumoured lovebirds Alia and Ranbir will share the screen space together for the first time in Ayan Mukerji's 'Brahmastra'.",This throwback picture of Ranbir Kapoor and Mahira Khan smoking on the streets of NYC is going viral yet again!
30,"['stay', 'star', 'things', 'learning', 'apte', 'shared', 'radhika', 'touch', 'lockdown', 'talk', 'upcoming', 'urging', 'opens', 'quite', 'raising', 'recently', 'amidst', 'social']","Radhika Apte has been quite active on social media, raising awareness about the global pandemic and urging her fans to stay indoors.
We recently got in touch with her and in an exclusive interaction with ETimes, the 'Andhadhun' actress opened up about what she has learnt from the lockdown and shared a few details about her upcoming project as well.","Radhika Apte has been quite active on social media, raising awareness about the global pandemic and urging her fans to stay indoors. We recently got in touch with her and in an exclusive interaction with ETimes, the 'Andhadhun' actress opened up about what she has learnt from the lockdown and shared a few details about her upcoming project as well.",Star Talk: Radhika Apte opens up about learning new things at home amidst the lockdown
31,"['covid19', 'narendra', 'zones', 'sources', 'exit', 'lockdown', 'green', 'conference', 'modi', 'video', 'times', 'interacts', 'cms']","Covid-19: PM Modi interacts with CMs via video conferenceSource: Times NowPrime Minister Narendra Modi held a video conference with chief ministers of different states to discuss the situation arising due to the coronavirus pandemic in the country.
According to sources, in the meeting a ""graded"" exit from the lockdown was discussed between PM Modi and CMs.
Sources also indicate that separate economic plans will be devised for red, orange and green zones affected by the deadly covid-19.
This means green zones will be early to exit lockdown.","Covid-19: PM Modi interacts with CMs via video conference

Source: Times Now

Prime Minister Narendra Modi held a video conference with chief ministers of different states to discuss the situation arising due to the coronavirus pandemic in the country. According to sources, in the meeting a ""graded"" exit from the lockdown was discussed between PM Modi and CMs. Sources also indicate that separate economic plans will be devised for red, orange and green zones affected by the deadly covid-19. This means green zones will be early to exit lockdown.",Narendra Modi: PM Modi interacts with CMs via video conference
32,"['covid19', 'sings', 'cop', 'song', 'violators', 'lockdown', 'kanpur', 'warn', 'flying', 'kites', 'virus', 'violatorssource', 'sang', 'spread']","Covid-19 lockdown: This UP cop sings to warn violatorsSource: ANIA police personnel in Kanpur sang a song appealing people to refrain from flying kites.
Earlier, Police had banned flying kites in Kanpur keeping in mind the spread of deadly virus.","Covid-19 lockdown: This UP cop sings to warn violators

Source: ANI

A police personnel in Kanpur sang a song appealing people to refrain from flying kites. Earlier, Police had banned flying kites in Kanpur keeping in mind the spread of deadly virus.",Covid-19 lockdown: This UP cop sings to warn violators
